level_code,activity_id,module_id,day_number,activity_type,prompt_text,subtopic_id,resource_urls
EM8,em8_m2_d17_curr2_main,em8_m2,17,curriculum_block,FAL,em8_m2_s7,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d17_curr2_paper,em8_m2,17,curriculum_block,Debrief & Reengagement Slides 20-23,em8_m2_s7,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d17_curr3_main,em8_m2,17,curriculum_block,FAL,em8_m2_s7,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d17_curr3_paper,em8_m2,17,curriculum_block,Post Assessment,em8_m2_s7,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d18_welcome,em8_m2,18,welcome,Amount of Money,,{}
EM8,em8_m2_d18_wod,em8_m2,18,word_of_day,Quantity,em8_m2_s8,{}
EM8,em8_m2_d18_nt,em8_m2,18,number_talk,Number Talk #9,,{}
EM8,em8_m2_d18_curr1_main,em8_m2,18,curriculum_block,"Quiz, Quiz, Trade",em8_m2_s8,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d18_curr1_paper,em8_m2,18,curriculum_block,Solving Equations with One Variable,em8_m2_s8,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d18_mt,em8_m2,18,math_talk,2 Truths & A Lie,em8_m2_s8,{}
EM8,em8_m2_d18_curr2_main,em8_m2,18,curriculum_block,Launch,em8_m2_s8,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d18_curr2_paper,em8_m2,18,curriculum_block,Stacking Chairs,em8_m2_s8,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d18_curr3_main,em8_m2,18,curriculum_block,Task & Reengagement,em8_m2_s8,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d18_curr3_paper,em8_m2,18,curriculum_block,Stacking Chairs,em8_m2_s8,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d19_welcome,em8_m2,19,welcome,Hotel,,{}
EM8,em8_m2_d19_nt,em8_m2,19,number_talk,Number Talk #10,,{}
EM8,em8_m2_d19_curr1_main,em8_m2,19,curriculum_block,Post Assessments,,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d19_curr1_paper,em8_m2,19,curriculum_block,All Online,,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d19_mt,em8_m2,19,data_talk,Data Talk #2: You Pick,,{}
EM8,em8_m2_d19_curr2_main,em8_m2,19,curriculum_block,Post Assessments,,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d19_curr2_paper,em8_m2,19,curriculum_block,All Online,,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d19_post,em8_m2,19,post_assessment,Module 2 Post Assessments (All Online),,"{""format"": ""online""}"
EM9_ALG1,em9a1_m1_d1_performance_task_9169,em9a1_m1,1,performance_task,Driving Task,em9a1_m1_s1,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m1_d1_rubric_1030,em9a1_m1,1,rubric,Driving Rubric,em9a1_m1_s1,{}
EM9_ALG1,em9a1_m1_d2_performance_task_9108,em9a1_m1,2,performance_task,Linear Linkages Task,em9a1_m1_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m1_d2_rubric_4588,em9a1_m1,2,rubric,Linear Linkages Rubric,em9a1_m1_s2,{}
EM9_ALG1,em9a1_m1_d2_fal_pre_assessment_7711,em9a1_m1,2,fal_pre_assessment,Pre Assessment 'Four Situations' — FAL: Representing Functions of Everyday Situations,,"{""notes"": ""FAL #1 Pre-Assessment""}"
EM9_ALG1,em9a1_m1_d3_performance_task_6048,em9a1_m1,3,performance_task,Linear Graphs Task,em9a1_m1_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m1_d3_rubric_7937,em9a1_m1,3,rubric,Linear Graphs Rubric,em9a1_m1_s2,{}
EM9_ALG1,em9a1_m1_d3_fal_lesson_4564,em9a1_m1,3,fal_lesson,FAL: Representing Functions of Everyday Situations (Day 1 of 3),,"{""notes"": ""FAL #1 multi-day arc""}"
EM9_ALG1,em9a1_m1_d4_fal_lesson_5481,em9a1_m1,4,fal_lesson,FAL: Representing Functions of Everyday Situations (Day 2 of 3),,"{""notes"": ""FAL #1 multi-day arc""}"
EM9_ALG1,em9a1_m1_d5_fal_lesson_9959,em9a1_m1,5,fal_lesson,FAL: Representing Functions of Everyday Situations (Day 3 of 3),,"{""notes"": ""FAL #1 multi-day arc""}"
EM9_ALG1,em9a1_m1_d6_performance_task_8795,em9a1_m1,6,performance_task,Veggie Franchise Task (Nearpod*),em9a1_m1_s4,"{""notes"": ""Launch-Explore-Summarize, Nearpod recommended""}"
EM9_ALG1,em9a1_m1_d6_rubric_759,em9a1_m1,6,rubric,Veggie Franchise Rubric,em9a1_m1_s4,{}
EM9_ALG1,em9a1_m1_additional_how_old,em9a1_m1,,additional_performance_task,How Old Are They? Task (Additional/Optional),em9a1_m1_s3,"{""notes"": ""Additional task for flexible time""}"
EM9_ALG1,em9a1_m1_additional_how_old_rubric,em9a1_m1,,rubric,How Old Are They? Rubric,em9a1_m1_s3,{}
EM9_ALG1,em9a1_m1_post,em9a1_m1,,post_assessment,Module 1 Post Assessment: Graphs 2006,,{}
EM9_ALG1,em9a1_m2_d1_performance_task_7831,em9a1_m2,1,performance_task,Patchwork Quilt Task,em9a1_m2_s1,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m2_d1_rubric_6179,em9a1_m2,1,rubric,Patchwork Quilt Rubric,em9a1_m2_s1,{}
EM9_ALG1,em9a1_m2_d1_fal_pre_assessment_8854,em9a1_m2,1,fal_pre_assessment,"Pre-Assessment 'The Guitar Class' — FAL #2: Matching Situations, Graphs, and Linear Equations",,"{""notes"": ""FAL #2 Pre-Assessment""}"
EM9_ALG1,em9a1_m2_d2_performance_task_8701,em9a1_m2,2,performance_task,Square Patterns Task,em9a1_m2_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m2_d2_rubric_6675,em9a1_m2,2,rubric,Square Patterns Rubric,em9a1_m2_s2,{}
EM9_ALG1,em9a1_m2_d2_performance_task_4212,em9a1_m2,2,performance_task,Vacations Task,em9a1_m2_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m2_d2_rubric_7277,em9a1_m2,2,rubric,Vacations Rubric,em9a1_m2_s2,{}
EM9_ALG1,em9a1_m2_d3_fal_lesson_5705,em9a1_m2,3,fal_lesson,"FAL: Matching Situations, Graphs, and Linear Equations (Day 1 of 3)",,"{""notes"": ""FAL #2 multi-day arc""}"
EM9_ALG1,em9a1_m2_d4_fal_lesson_1457,em9a1_m2,4,fal_lesson,"FAL: Matching Situations, Graphs, and Linear Equations (Day 2 of 3)",,"{""notes"": ""FAL #2 multi-day arc""}"
EM9_ALG1,em9a1_m2_d5_fal_lesson_4369,em9a1_m2,5,fal_lesson,"FAL: Matching Situations, Graphs, and Linear Equations (Day 3 of 3)",,"{""notes"": ""FAL #2 multi-day arc""}"
EM9_ALG1,em9a1_m2_d6_performance_task_6490,em9a1_m2,6,performance_task,The Allowance Task,em9a1_m2_s3,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m2_d6_rubric_8723,em9a1_m2,6,rubric,The Allowance Rubric,em9a1_m2_s3,{}
EM9_ALG1,em9a1_m2_additional_85,em9a1_m2,,additional_performance_task,End of Year Dinner Task (Additional/Optional),em9a1_m2_s3,"{""notes"": ""Additional task for flexible time""}"
EM9_ALG1,em9a1_m2_additional_rubric_6201,em9a1_m2,,rubric,End of Year Dinner Rubric,em9a1_m2_s3,{}
EM9_ALG1,em9a1_m2_additional_100,em9a1_m2,,additional_performance_task,Patrick's Pattern Task (Additional/Optional),em9a1_m2_s2,"{""notes"": ""Additional task for flexible time""}"
EM9_ALG1,em9a1_m2_additional_rubric_796,em9a1_m2,,rubric,Patrick's Pattern Rubric,em9a1_m2_s2,{}
EM9_ALG1,em9a1_m2_post,em9a1_m2,,post_assessment,Module 2 Post Assessment: Conference Tables,,{}
EM9_ALG1,em9a1_m3_d1_performance_task_6166,em9a1_m3,1,performance_task,Words and Equations Task,em9a1_m3_s1,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m3_d1_rubric_4378,em9a1_m3,1,rubric,Words and Equations Rubric,em9a1_m3_s1,{}
EM9_ALG1,em9a1_m3_d1_fal_pre_assessment_754,em9a1_m3,1,fal_pre_assessment,Pre-Assessment 'Working with Linear Equations' — FAL #3: Classifying Solutions to Systems of Equations,,"{""notes"": ""FAL #3 Pre-Assessment""}"
EM9_ALG1,em9a1_m3_d2_performance_task_3914,em9a1_m3,2,performance_task,Scott's Equations Task,em9a1_m3_s1,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m3_d2_rubric_2023,em9a1_m3,2,rubric,Scott's Equations Rubric,em9a1_m3_s1,{}
EM9_ALG1,em9a1_m3_d2_performance_task_6627,em9a1_m3,2,performance_task,Meal Out Task,em9a1_m3_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_ALG1,em9a1_m3_d2_rubric_1366,em9a1_m3,2,rubric,Meal Out Rubric,em9a1_m3_s2,{}
EM9_ALG1,em9a1_m3_d3_fal_lesson_1143,em9a1_m3,3,fal_lesson,FAL #3: Classifying Solutions to Systems of Equations (Day 1 of 3),,"{""notes"": ""FAL #3 multi-day arc""}"
EM9_ALG1,em9a1_m3_d4_fal_lesson_1989,em9a1_m3,4,fal_lesson,FAL #3: Classifying Solutions to Systems of Equations (Day 2 of 3),,"{""notes"": ""FAL #3 multi-day arc""}"
EM9_ALG1,em9a1_m3_d5_fal_lesson_1466,em9a1_m3,5,fal_lesson,FAL #3: Classifying Solutions to Systems of Equations (Day 3 of 3),,"{""notes"": ""FAL #3 multi-day arc""}"
EM9_ALG1,em9a1_m3_d6_performance_task_1445,em9a1_m3,6,performance_task,Cell Phone Plan Task (Nearpod*),em9a1_m3_s3,"{""notes"": ""Launch-Explore-Summarize, Nearpod recommended""}"
EM9_ALG1,em9a1_m3_d6_rubric_6149,em9a1_m3,6,rubric,Cell Phone Plan Rubric,em9a1_m3_s3,{}
EM9_ALG1,em9a1_m3_additional_8394,em9a1_m3,,additional_performance_task,The Trip Task (Additional/Optional),em9a1_m3_s2,"{""notes"": ""Additional task for flexible time""}"
EM9_ALG1,em9a1_m3_additional_rubric_1361,em9a1_m3,,rubric,The Trip Rubric,em9a1_m3_s2,{}
EM9_ALG1,em9a1_m3_additional_8163,em9a1_m3,,additional_performance_task,Buying Chips and Candy Task (Additional/Optional),em9a1_m3_s3,"{""notes"": ""Additional task for flexible time""}"
EM9_ALG1,em9a1_m3_additional_rubric_3123,em9a1_m3,,rubric,Buying Chips and Candy Rubric,em9a1_m3_s3,{}
EM9_ALG1,em9a1_m3_post,em9a1_m3,,post_assessment,Module 3 Post Assessment: Printing Tickets,,{}
EM9_GEO,em9geo_m1_d1_logistics_00,em9geo_m1,1,logistics,Logistics/Team Building Pre Assessment,,"{""notes"": ""Day 1 setup""}"
EM9_GEO,em9geo_m1_d1_performance_task_01,em9geo_m1,1,performance_task,Right Triangles Task,em9geo_m1_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m1_d1_rubric_01,em9geo_m1,1,rubric,Right Triangles Rubric,em9geo_m1_s2,{}
EM9_GEO,em9geo_m1_d1_performance_task_02,em9geo_m1,1,performance_task,Jane's TV Task (Nearpod*),em9geo_m1_s2,"{""notes"": ""Launch-Explore-Summarize, Nearpod recommended""}"
EM9_GEO,em9geo_m1_d1_rubric_02,em9geo_m1,1,rubric,Jane's TV Rubric,em9geo_m1_s2,{}
EM9_GEO,em9geo_m1_d2_fal_pre_assessment_03,em9geo_m1,2,fal_pre_assessment,Pre-Assessment 'Square Areas' — FAL #1: Discovering the Pythagorean Theorem,,"{""notes"": ""FAL #1 Pre-Assessment""}"
EM9_GEO,em9geo_m1_d2_performance_task_04,em9geo_m1,2,performance_task,Pirate's Treasure Task,em9geo_m1_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m1_d2_rubric_04,em9geo_m1,2,rubric,Pirate's Treasure Rubric,em9geo_m1_s2,{}
EM9_GEO,em9geo_m1_d3_fal_lesson_05,em9geo_m1,3,fal_lesson,FAL #1: Discovering the Pythagorean Theorem (Day 1 of 3),,"{""notes"": ""FAL #1 multi-day arc""}"
EM9_GEO,em9geo_m1_d4_fal_lesson_06,em9geo_m1,4,fal_lesson,FAL #1: Discovering the Pythagorean Theorem (Day 2 of 3),,"{""notes"": ""FAL #1 multi-day arc""}"
EM9_GEO,em9geo_m1_d5_fal_lesson_07,em9geo_m1,5,fal_lesson,FAL #1: Discovering the Pythagorean Theorem (Day 3 of 3),,"{""notes"": ""FAL #1 multi-day arc""}"
EM9_GEO,em9geo_m1_d5_investigation_08,em9geo_m1,5,investigation,Distance Formula Investigation (Day 1 of 2),em9geo_m1_s3,"{""notes"": ""Investigation""}"
EM9_GEO,em9geo_m1_d6_investigation_09,em9geo_m1,6,investigation,Distance Formula Investigation (Day 2 of 2),em9geo_m1_s3,"{""notes"": ""Investigation""}"
EM9_GEO,em9geo_m1_d6_extra_practice_10,em9geo_m1,6,extra_practice,Distance Practice,em9geo_m1_s3,"{""notes"": ""Extra practice""}"
EM9_GEO,em9geo_m1_d7_performance_task_11,em9geo_m1,7,performance_task,Quinn's Quadrilateral Task,em9geo_m1_s4,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m1_d7_rubric_11,em9geo_m1,7,rubric,Quinn's Quadrilateral Rubric,em9geo_m1_s4,{}
EM9_GEO,em9geo_m1_extra_wendys,em9geo_m1,,additional_performance_task,Wendy's Puzzle Task (Extra),em9geo_m1_s4,"{""notes"": ""Extra task for flexible time""}"
EM9_GEO,em9geo_m1_extra_wendys_rubric,em9geo_m1,,rubric,Wendy's Puzzle Rubric,em9geo_m1_s4,{}
EM9_GEO,em9geo_m1_post,em9geo_m1,,post_assessment,Module 1 Post Assessment: Areas of Special Triangles,,{}
EM9_GEO,em9geo_m2_d1_performance_task_00,em9geo_m2,1,performance_task,Skateboarding Tricks Task,em9geo_m2_s4,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m2_d1_rubric_00,em9geo_m2,1,rubric,Skateboarding Tricks Rubric,em9geo_m2_s4,{}
EM9_GEO,em9geo_m2_d1_investigation_01,em9geo_m2,1,investigation,Transformations Exploration (Day 1 of 3),em9geo_m2_s1,"{""notes"": ""Multi-day investigation""}"
EM9_GEO,em9geo_m2_d2_investigation_02,em9geo_m2,2,investigation,Transformations Exploration (Day 2 of 3),em9geo_m2_s2,"{""notes"": ""Multi-day investigation""}"
EM9_GEO,em9geo_m2_d3_investigation_03,em9geo_m2,3,investigation,Transformations Exploration (Day 3 of 3),em9geo_m2_s3,"{""notes"": ""Multi-day investigation""}"
EM9_GEO,em9geo_m2_d4_fal_pre_assessment_04,em9geo_m2,4,fal_pre_assessment,Pre Assessment 'Figure to Figure' — FAL #2: Transforming 2D Figures,,"{""notes"": ""FAL #2 Pre-Assessment""}"
EM9_GEO,em9geo_m2_d4_performance_task_05,em9geo_m2,4,performance_task,Transforming Triangles Task,em9geo_m2_s5,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m2_d4_rubric_05,em9geo_m2,4,rubric,Transforming Triangles Rubric,em9geo_m2_s5,{}
EM9_GEO,em9geo_m2_d4_performance_task_06,em9geo_m2,4,performance_task,Rigid Motion Task (Nearpod*),em9geo_m2_s4,"{""notes"": ""Launch-Explore-Summarize, Nearpod recommended""}"
EM9_GEO,em9geo_m2_d4_rubric_06,em9geo_m2,4,rubric,Rigid Motion Rubric,em9geo_m2_s4,{}
EM9_GEO,em9geo_m2_d5_fal_lesson_07,em9geo_m2,5,fal_lesson,FAL #2: Transforming 2D Figures (Day 1 of 2),,"{""notes"": ""FAL #2 multi-day arc""}"
EM9_GEO,em9geo_m2_d6_fal_lesson_08,em9geo_m2,6,fal_lesson,FAL #2: Transforming 2D Figures (Day 2 of 2),,"{""notes"": ""FAL #2 multi-day arc""}"
EM9_GEO,em9geo_m2_d7_performance_task_09,em9geo_m2,7,performance_task,Transformer Task,em9geo_m2_s5,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m2_d7_rubric_09,em9geo_m2,7,rubric,Transformer Rubric,em9geo_m2_s5,{}
EM9_GEO,em9geo_m2_additional_1794,em9geo_m2,,additional_performance_task,Reflect and Rotate Task (Additional),em9geo_m2_s2,"{""notes"": ""Additional task for flexible time""}"
EM9_GEO,em9geo_m2_additional_rubric_1607,em9geo_m2,,rubric,Reflect and Rotate Rubric,em9geo_m2_s2,{}
EM9_GEO,em9geo_m2_additional_4633,em9geo_m2,,additional_performance_task,Karl's Kartoons Task (Additional),em9geo_m2_s4,"{""notes"": ""Additional task for flexible time""}"
EM9_GEO,em9geo_m2_additional_rubric_7210,em9geo_m2,,rubric,Karl's Kartoons Rubric,em9geo_m2_s4,{}
EM9_GEO,em9geo_m2_additional_7014,em9geo_m2,,additional_performance_task,MC Escher Task (Additional),em9geo_m2_s5,"{""notes"": ""Additional task for flexible time""}"
EM9_GEO,em9geo_m2_additional_rubric_2033,em9geo_m2,,rubric,MC Escher Rubric,em9geo_m2_s5,{}
EM9_GEO,em9geo_m2_post,em9geo_m2,,post_assessment,Module 2 Post Assessment: Flip Sliding Away,,{}
EM9_GEO,em9geo_m3_d1_performance_task_00,em9geo_m3,1,performance_task,Mapping Triangles Task,em9geo_m3_s1,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m3_d1_rubric_00,em9geo_m3,1,rubric,Mapping Triangles Rubric,em9geo_m3_s1,{}
EM9_GEO,em9geo_m3_d1_investigation_01,em9geo_m3,1,investigation,Desmos Triangle Congruence Investigation,em9geo_m3_s2,"{""notes"": ""Desmos investigation""}"
EM9_GEO,em9geo_m3_d2_fal_pre_assessment_02,em9geo_m3,2,fal_pre_assessment,Pre-Assessment 'Finding Congruent Triangles' — FAL #3: Evaluating Conditions for Congruency,,"{""notes"": ""FAL #3 Pre-Assessment""}"
EM9_GEO,em9geo_m3_d2_performance_task_03,em9geo_m3,2,performance_task,Congruent Triangles Task,em9geo_m3_s2,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m3_d2_rubric_03,em9geo_m3,2,rubric,Congruent Triangles Rubric,em9geo_m3_s2,{}
EM9_GEO,em9geo_m3_d2_performance_task_04,em9geo_m3,2,performance_task,Quiz Show Task (Nearpod*),em9geo_m3_s2,"{""notes"": ""Launch-Explore-Summarize, Nearpod recommended""}"
EM9_GEO,em9geo_m3_d2_rubric_04,em9geo_m3,2,rubric,Quiz Show Rubric,em9geo_m3_s2,{}
EM9_GEO,em9geo_m3_d3_fal_lesson_05,em9geo_m3,3,fal_lesson,FAL #3: Evaluating Conditions for Congruency (Day 1 of 3),,"{""notes"": ""FAL #3 multi-day arc""}"
EM9_GEO,em9geo_m3_d4_fal_lesson_06,em9geo_m3,4,fal_lesson,FAL #3: Evaluating Conditions for Congruency (Day 2 of 3),,"{""notes"": ""FAL #3 multi-day arc""}"
EM9_GEO,em9geo_m3_d5_fal_lesson_07,em9geo_m3,5,fal_lesson,FAL #3: Evaluating Conditions for Congruency (Day 3 of 3),,"{""notes"": ""FAL #3 multi-day arc""}"
EM9_GEO,em9geo_m3_d6_performance_task_08,em9geo_m3,6,performance_task,Framing a Roof Task,em9geo_m3_s4,"{""notes"": ""Launch-Explore-Summarize""}"
EM9_GEO,em9geo_m3_d6_rubric_08,em9geo_m3,6,rubric,Framing a Roof Rubric,em9geo_m3_s4,{}
EM9_GEO,em9geo_m3_extra_bydesign,em9geo_m3,,additional_performance_task,By Design Task (Extra),em9geo_m3_s4,"{""notes"": ""Extra task""}"
EM9_GEO,em9geo_m3_extra_bydesign_rubric,em9geo_m3,,rubric,By Design Rubric,em9geo_m3_s4,{}
EM9_GEO,em9geo_m3_post,em9geo_m3,,post_assessment,Module 3 Post Assessment: Superposition,,{}
